train_acc,val_acc,log_file
0.804124,0.655844,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_1_512.log
0.804124,0.655844,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_1_1024.log
0.780412,0.655844,/home/workspace/data/decoar2_nn_latents[8][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_10_512.log
0.777320,0.655844,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.100_0.001_10_512.log
0.770103,0.655844,/home/workspace/data/decoar2_nn_latents[6][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_10_1024.log
0.765979,0.655844,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.100_0.0001_10_1024.log
0.761856,0.655844,/home/workspace/data/decoar2_nn_latents[3][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_10_1024.log
0.755670,0.655844,/home/workspace/data/decoar2_nn_latents[6][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_10_1024.log
0.741237,0.655844,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_2_1024.log
0.732990,0.655844,/home/workspace/data/decoar2_nn_latents[2][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_2_512.log
0.730928,0.655844,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_10_512.log
1.000000,0.649351,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.1000_0.001_5_512.log
1.000000,0.649351,/home/workspace/data/decoar2_nn_latents[0][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_10_1024.log
1.000000,0.649351,/home/workspace/data/decoar2_nn_latents[0][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_10_512.log
1.000000,0.649351,/home/workspace/data/decoar2_nn_latents[2][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_5_512.log
1.000000,0.649351,/home/workspace/data/decoar2_nn_latents[2][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_2_512.log
1.000000,0.649351,/home/workspace/data/decoar2_nn_latents[4][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_10_1024.log
1.000000,0.649351,/home/workspace/data/decoar2_nn_latents[7][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_1024.log
1.000000,0.649351,/home/workspace/data/decoar2_nn_latents[7][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_5_1024.log
1.000000,0.649351,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_2_512.log
1.000000,0.649351,/home/workspace/data/decoar2_nn_latents[10][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_5_1024.log
1.000000,0.649351,/home/workspace/data/decoar2_nn_latents[10][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_10_1024.log
1.000000,0.649351,/home/workspace/data/decoar2_nn_latents[10][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_2_1024.log
1.000000,0.649351,/home/workspace/data/decoar2_nn_latents[11][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_10_1024.log
0.963918,0.649351,/home/workspace/data/decoar2_nn_latents[12][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_512.log
0.916495,0.649351,/home/workspace/data/decoar2_nn_latents[10][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_1024.log
0.908247,0.649351,/home/workspace/data/decoar2_nn_latents[0][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_512.log
0.876289,0.649351,/home/workspace/data/decoar2_nn_latents[8][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_1024.log
0.872165,0.649351,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_512.log
0.778351,0.649351,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.100_0.001_10_1024.log
